ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
4,3906.39,1320.67,-791.421,16,51,102
0,17364.8,231627,-4317,60,344,7701
4,10907.4,38794.8,-3.87E+03,41,196,1997
2,12660.4,74479.8,-3.79E+03,23,249,3630
4,9862.2,34427.9,-4476.76,130,208,1691
0,8008.49,8055,-3990,20,139,490
0,8422.21,26098,-2148,34,149,1362
2,15397.1,115494,-3.68E+03,53,271,4426
3,12020.7,48353.8,4.66E+04,30,166,1414
4,9320.15,14346.7,-2884.9,22,148,729
0,6701.83,6901.54,-2172.71,39,110,397
0,7174.03,3027,-2085,11,108,187
5,12206,71793.9,-5626.26,44,262,3211
4,9489.29,33602.2,-3400.28,94,176,1922
0,8746.07,17877,-4436,60,145,968
3,5848.22,4964.52,-1.95E+03,7,79,292
2,6652.53,13324,-1569.4,17,96,804
5,8667.93,13927.1,-2835.55,24,148,729
0,9787.36,24082,-5178,43,135,1020
0,20378.7,277026,-8123,87,420,7714
2,6950.58,13459.7,-1566.71,18,96,804
3,4314.03,1995.69,-1065.92,5,63,166
3,18514.1,161512,-1.05E+04,97,388,6290
0,18884.2,304987,-10969,107,426,11419
3,7875.46,9472.16,-2482.93,25,123,621
3,15849.3,115828,-3.35E+03,64,271,4426
0,6067.51,6505,-2640,19,112,460
3,11587.3,52735.4,-4.53E+03,21,216,2677
0,16862.9,158979,-8631,59,354,6405
2,5645.97,4298.05,-1484.78,127,88,318
0,8764.12,35280,-5615,51,180,1992
4,2751.38,51.591,-4.77E+02,92,33,5
2,12042.4,59476.4,-6.54E+03,32,247,2754
0,29163,640365,-13217,123,656,15886
0,19071,292520,-9360,53,400,9270
5,6400.31,7534.34,-1459.57,34,93,545
5,9846.99,39135.9,-3653.29,45,180,2054
2,12299.2,60137.6,-5.93E+03,36,247,2754
3,24567.9,476602,-1.23E+04,47,483,15505
0,28806,545495,-15120,122,691,16964
4,6030.34,11414.9,-1915.97,22,102,764
4,6877.08,3942.84,-2353.95,72,101,249
4,5770.04,11076.8,-1901.77,19,102,764
0,18598.2,219143,-11177,66,452,8092
0,14048.3,196975,-10482,42,378,7462
0,4894.82,1714.04,-1599.71,17,76,147
2,4083.16,2157.26,-956.561,20,54,165
0,13873,162182,-8064,192,289,6171
3,11331.9,50078.6,-4.26E+03,22,216,2677
3,5310.76,4004.41,-1553.69,123,88,318
3,15453.5,117404,-4.84E+03,50,271,4426
2,3934.15,2165.28,-1148.95,20,54,165
2,10921.8,38127.8,-4102.48,100,205,1751
3,14415.6,142126,-6042.81,169,308,6057
4,23020.9,516569,-11029.2,130,540,18067
0,15483.4,135418,-7587,44,316,5635
0,8715.83,20083.2,-3725.17,79,163,1162
4,13058,54019.6,-3.80E+03,18,216,2677
4,9202.74,30310.8,-3474.7,124,171,1747
0,14232.8,119781,-8173,46,271,4724
1,9348.5,17126.1,-3993.56,36,183,931
4,7200.21,13934.3,-2364.91,87,120,809
0,24823.2,304405,-14551,108,573,9832
0,13474.6,76926,-8611,179,284,2907
3,9707.31,41121.8,-2.28E+03,76,223,2059
3,13861.5,143499,-5808.03,160,308,6057
0,8088.97,13449,-4779,15,141,889
3,8696,16611.6,-2779.04,85,142,844
5,12519.5,71369.4,-5657.12,26,262,3211
0,11627.8,43856,-4558,15,169,1636
0,14744.9,98681,-11223,54,337,4350
0,5869.66,5514,-2186,13,87,341
0,16409.4,123701,-7798,174,315,4067
4,24600.3,258737,-9.42E+03,85,540,8870
2,10396.2,10366.4,-2.27E+03,31,154,587
5,12155.3,70223,-5721.84,36,262,3211
3,13171.1,46055.7,-5660.3,46,273,2061
3,8503.55,25101.9,-3166.67,25,157,1519
0,16365.5,127663,-8240,66,363,4723
0,24171.2,319861,-12883,221,491,7111
0,6810.58,9263,-2557,21,127,582
4,9971.16,34311.9,-4492.97,132,208,1691
0,9974,49758,-5555,19,179,2246
4,10627.2,38359.7,-3.83E+03,40,196,1997
0,10599.9,23368,-2046,12,160,1020
4,13901.2,82240.2,-4.69E+03,50,272,3539
3,15847.8,115281,-4.56E+03,69,271,4426
2,7102.78,5402.67,-2.07E+03,13,79,292
5,5039.7,2843.18,-1215.38,43,67,224
2,7844.81,9586.19,-2945,101,130,490
5,9345.81,37816.4,-3777.52,49,180,2054
3,16964.5,110418,-5.28E+03,38,322,4619
2,5778.55,7638.58,-1808.39,73,104,457
2,7569.59,5681.01,-1.95E+03,16,79,292
0,9121.3,9964,-4400,37,157,552
3,13447.4,81984.7,-6.60E+03,41,272,3539
4,14052.1,98936.3,-5727.82,177,281,4061
0,9158.11,26365,-3488,18,150,1114
0,9996.25,27558,-4172,101,199,1523
3,12612.8,92789.4,-4.23E+03,62,254,3885
0,12469,29181,-5754,22,210,1259
0,14794.8,123057,-5085,46,309,4431
0,14929.7,94946.7,-6790.94,59,283,4064
5,9501.27,37977,-3773.27,40,180,2054
0,8353.23,14102,-4045,24,152,695
0,6972.91,7991,-3076,33,112,428
3,11486.7,42681.2,-1.96E+03,32,166,1414
0,6074.55,3459,-3028,12,110,228
2,3944.67,2197.27,-1161.29,20,54,165
5,14502.4,78523.5,-6528.88,92,320,3466
0,8765.32,18848.9,-3345.73,74,148,977
0,10125.4,38416,-4956,30,195,1862
4,7305.51,9220.98,-1.68E+03,25,102,516
1,11717.6,18548.8,-3.09E+03,39,145,519
0,15531.3,131051,-6548,59,353,5426
3,11378.1,43577.6,-3.06E+03,63,223,2059
4,10432.3,26171.9,-4172.42,53,214,1469
5,3755.76,2147.56,-552.931,13,43,161
4,12211.7,72937.2,-6069.69,28,262,3211
3,13426,75429.8,-4.50E+03,44,264,3217
0,14956.6,229273,-8957,27,344,8598
0,8032.43,16319,-4250,22,163,980
2,7401.7,5688.08,-1.66E+03,16,79,292
3,11870.3,87124,-2.53E+03,22,220,3450
0,12929.6,63168,-4662,31,235,2528
5,8491.86,13395.2,-2426.34,36,132,806
0,11661.6,75946,-7403,40,254,3545
4,5766.76,4266.48,-1213.13,17,72,340
5,10059.6,34968.9,-3735.26,97,176,1922
4,4788.52,3221.14,-1214.88,28,71,249
3,7743.18,16666.5,-2882.24,79,142,844
0,12758.3,77882,-6310,164,279,3543
3,11472.9,78927.6,-5.86E+03,32,272,3539
0,12576.2,153009,-8140,33,289,6402
3,9852.88,51689,-2.95E+03,28,188,2599
0,9551.54,24249,-3618,53,165,1209
5,4830,1656.01,-1555.8,13,76,147
0,10145.3,38089,-3786,163,207,1811
0,15595.9,52498,-5864,96,299,1945
4,11169.1,52682.4,-3.72E+03,53,224,2192
3,9467.36,26791.6,-1.98E+03,24,156,1364
3,5600.25,7121.77,-1655.17,56,93,545
0,5055.57,4112,-2146,46,81,293
4,10985.8,30318.6,4.97E+03,30,166,1414
4,9199.75,26558.3,-2983.54,102,158,1403
3,12794.8,141237,-6353.4,184,308,6057
4,9233.03,16484.3,-3538.8,75,172,973
0,5515.73,5516,-1765,13,89,371
2,14854.1,117169,-5.74E+03,67,271,4426
2,12182.9,113830,-2.65E+03,44,235,4905
3,15182.9,60347.5,-6341.68,129,305,2610
5,4641.48,3045.86,-1293.77,48,67,224
0,10414.9,26704,-3448,33,198,1466
4,8539.04,11290.6,-3114.73,35,156,654
0,17795.4,197314,-8360,68,360,6752
4,8939.55,30430.5,-1934.72,44,132,1513
0,9945.33,52721,-6196,18,190,2595
4,15018.7,143469,-5939.66,156,308,6057
4,7229.72,4061.81,-2211.23,65,101,249
0,10560.2,56255,-5704,18,218,2823
3,7903.75,49975.2,-2.91E+03,45,188,2599
2,6060.69,4126.25,-1530.04,126,88,318
2,10888.8,38445.7,-3929.87,118,205,1751
3,13786.7,142748,-6343.85,188,308,6057
4,7610.96,9426.72,-2979.35,29,138,554
2,5472.47,4267.78,-8.75E+02,10,79,317
0,6610.67,8711,-2540,45,109,489
0,7743.97,33583,-3166.48,81,148,1919
3,9262.18,26806.7,-2920.37,90,158,1403
0,13216.8,96910,-1869,33,308,4332
2,13172.3,42018.3,-2.53E+03,42,234,1581
2,10790.3,68091.2,-5353.21,150,247,3373
0,13322.1,104448,-8537,198,279,4334
0,12426.5,100444,-5076,68,333,4077
3,12921.4,60135.8,-5.58E+03,23,247,2754
3,9342.39,39332.7,-3.89E+03,20,196,1885
5,13657.3,52926.9,-5903.44,56,288,2334
5,13841.7,81864,-5.08E+03,61,272,3539
0,4763.01,5350,-842,8,80,424
1,2469,57.44,-5.16E+02,13,33,5
4,6765.2,13247.2,-1500.48,25,96,804
4,5989.45,7352.19,-1773.27,72,104,457
5,9244.16,11533.1,-3010.42,34,156,654
0,9793.81,31848,-3534,41,201,1691
2,4068.86,1492.52,-924.209,41,52,133
0,13733.8,115406,-5886,43,298,4809
0,10880.5,37528.1,-5811.97,39,235,1818
0,8800.07,27399,-4663,63,153,1359
4,7001.92,4056.02,-2265.08,74,101,249
5,9790.76,30027.8,-3103.06,113,171,1747
0,45110.2,1088800,-21376,259,889,23591
4,9468.12,36674.3,-3.88E+03,37,196,1997
3,15032.9,113802,-4.32E+03,63,271,4426
4,10021.3,12111.1,-2432.92,58,136,619
4,5800.22,11195.9,-1965.65,13,102,764
0,7891.72,20243,-3773,24,146,1256
2,5831.38,7649.55,-1771.68,74,104,457
2,5775.13,4125.18,-1536.24,126,88,318
0,6383.59,1462.55,-909.074,20,60,77
1,5181.33,4305.66,-1.84E+03,15,88,292
2,3905.02,1444.27,-978.047,37,52,133
2,3709.38,1332.06,-626.385,33,40,100
0,21408.6,338639,-7152,80,446,8873
5,18684.1,163849,-1.17E+04,84,388,6290
0,8174.63,36478,-2661,15,144,1925
0,9576.24,16278,-4055,73,192,845
2,2622.78,45.7832,-5.33E+02,6,33,5
3,6560.9,10329.9,-3.14E+03,19,109,689
4,5106.2,4018.71,-1173.88,6,72,340
0,17560.6,329969,-12518,54,398,11263
2,8487.65,10570.3,-2964.03,89,139,587
5,5435.62,2735.85,-1114.27,35,67,224
2,7744.6,9282.77,-3025.52,15,138,554
0,14399.7,178939,-5346,211,372,6983
0,10418.4,23189,-3524,26,186,1167
4,5317.3,4471.71,-7.63E+02,24,88,292
0,6817.5,10250,-1268,32,103,583
0,9078.51,23430,-5937,75,177,1264
3,13187.8,80051.5,-4.57E+03,48,272,3539
4,14546.1,143928,-6081.21,146,308,6057
4,7626.81,12952.6,-2627.79,17,132,806
4,11282.7,49509.9,-2.07E+03,29,166,1414
1,5438.06,4361.84,-7.86E+02,15,88,292
0,6878.13,12083,-3072,23,126,727
2,2506.87,51.7574,-4.11E+02,92,33,5
2,9938.21,10128.1,-2.65E+03,37,154,587
3,8594.17,37495.5,-2.42E+03,17,196,1885
2,8143.8,12230.5,-2434.65,75,128,693
4,19180.6,198440,-7.89E+03,51,390,7459
2,7400.99,9289.59,-3187.34,16,138,554
3,10559.3,37710.8,-4199.29,127,205,1751
2,5347.24,4296.5,-8.44E+02,10,79,317
3,13876.7,48849.3,-3.01E+03,71,223,2059
1,9180.11,17293.5,-4185.69,32,183,931
3,9257.69,32123.3,-3609.18,80,176,1922
4,6913.55,8137.41,-1.20E+03,21,102,516
3,11827.3,47049.4,-6.48E+03,22,215,2188
4,9198.72,12070.5,-1029.38,79,136,619
5,23470.2,280886,-9570.27,82,468,9276
3,4039.64,1962.58,-1113.37,5,63,166
2,7297.51,9286.47,-3182.08,16,138,554
4,7238.42,13963.9,-2320.11,89,120,809
5,12060.7,70403.5,-5759.87,43,262,3211
2,6771.76,5029.31,-2188.93,60,107,346
4,12300.2,90598.5,-4.36E+03,51,254,3885
4,14611.9,144817,-5957.46,159,308,6057
4,14153.9,77552.7,-7114.56,82,320,3466
0,9712.26,13467,-4275,30,179,768
4,7068.04,4151.96,-2433.02,70,101,249
0,6882.29,18070,-3665,23,124,1113
4,14864.2,110894,-3.68E+03,42,322,4619
3,9795.28,52610,-3.42E+03,25,188,2599
0,9510.24,24876,-3294,23,132,1206
3,18307.9,160070,-1.02E+04,83,388,6290
1,2289.61,51.5298,-4.48E+02,8,33,5
0,25214.1,445229,-14896,144,661,13323
4,6853.27,9145.91,-2962.84,22,138,554
3,13516.7,49082.7,-2.69E+03,37,223,2059
4,7692.12,12790.2,-2814.45,15,132,806
2,5398.32,4538.34,-1.87E+03,13,88,292
0,8694.47,8146,-2647,31,133,426
2,6062.28,4129.4,-1496.78,126,88,318
3,13409.3,82144.9,-7.32E+03,39,272,3539
0,9139.11,32439,-2902,64,175,1688
3,14454.5,140066,-6.54E+03,41,315,5844
3,8337.56,9896.62,-2367.51,16,123,621
0,12157,70389,-6564,157,274,3295
2,5684.57,4147.41,-1537.27,127,88,318
4,8736.35,16709.7,-2771.41,75,142,844
4,9551.67,33387.5,-3587.91,92,176,1922
3,8946.16,9888.53,-2543.58,98,130,490
3,4484.57,3048.17,-1222.42,33,71,249
4,12817.3,58183.6,-1.55E+03,55,223,2822
2,12122.2,73397.3,-2.94E+03,21,249,3630
0,4510.7,3618,-1605,8,65,268
4,22051.3,514664,-11852.6,140,540,18067
0,9447.87,39223,-5248,54,208,1873
0,34612.6,720919,-17356,208,703,20238
3,6815.84,10323.9,-3.38E+03,15,109,689
0,9966.61,23856,-3753,23,165,1305
3,6469.02,10307.9,-2.57E+03,14,109,689
3,22876,266756,-1.50E+04,80,540,8870
0,14030.9,73995,-5716,59,274,3213
5,14782.7,79473,-6839.65,116,320,3466
4,8684.6,27352.5,-3160.01,111,158,1403
3,3319.43,1360.59,-241.483,0,40,100
4,7421.54,13786.3,-2280.41,79,120,809
4,9245.69,14086.6,-2779.5,33,148,729
0,18002.2,222483,-8470,48,433,8338
3,8450.61,12167.7,-2778.2,93,136,619
2,4960.73,2801.16,-1276.22,53,67,224
4,13997.2,91781.1,-5.64E+03,65,254,3885
0,11608.7,57005,-6770,50,251,2677
3,15759.6,117009,-5.56E+03,55,271,4426
3,5418.62,3305.93,-1088.63,44,71,249
3,5246.95,4430.5,-5.41E+01,20,88,292
3,4899.28,3951.78,-1.59E+03,20,88,292
4,5811.48,11240.4,-2112.8,24,102,764
3,7222.03,14148.8,-2368.96,91,120,809
3,8402.03,25151.4,-3157.34,34,157,1519
4,8875.41,11277.9,-3151.4,46,156,654
3,24489.6,254534,-8.95E+03,105,537,8350
5,7420.34,27005.9,-2955.01,97,156,1521
3,9769.07,52069.5,-2.96E+03,28,188,2599
0,19391.9,146844,-11314,72,382,4918
2,2386.19,51.7423,-5.10E+02,96,33,5
0,13963.8,68462,-8036,56,290,2907
2,8937.7,12343.2,-2341.16,77,128,693
4,8976.78,28716.7,-1.99E+03,35,156,1364
2,5402.57,4403.06,-1.06E+03,18,88,292
0,8733.22,15143,-3349,82,152,804
3,9433.17,39091.5,-2.22E+03,26,196,1885
0,17517.7,219415,-12443,306,407,8595
2,17032.1,161412,-7444.33,76,352,6744
2,15037.5,59444.6,-6397.63,161,305,2610
2,18535.8,162020,-6412.84,118,352,6744
5,7662.62,12484.1,-2800.17,72,130,694
0,7564.56,16499,-2797,58,129,887
4,5750.58,7115.45,-1678.1,54,93,545
4,2181.47,58.8884,-6.60E+02,10,33,5
0,4391.81,2788.67,-982.009,36,54,204
0,8675.44,30221,-1765,19,168,1571
2,8733.17,25411.9,-3189.65,29,157,1519
0,5022.81,2826,-1546,10,80,226
0,9244.61,29972,-5500,33,172,1575
2,20522.6,160870,-8.67E+03,95,449,5537
1,5341.85,4263.03,-1.48E+03,14,88,292
2,5349.45,4449.94,-1.07E+03,16,88,292
2,7881.7,9668.24,-2450.62,22,123,621
3,17738.2,138591,-7.36E+03,132,449,5537
3,13774.5,140781,-4.53E+03,42,315,5844
4,9431.17,16796.6,-3790.96,79,172,973
3,5691.63,3970.86,-2.61E+03,19,86,205
0,12139.5,43842,-3198,39,212,1585
4,9601.76,34606.8,-3592.68,87,176,1922
5,7991,4726.8,-1899.66,25,131,271
0,13452.2,113214,-5376,44,248,4521
3,8825.02,20080,-3310.54,86,163,1162
3,5609.1,9899.21,-2.91E+03,27,109,689
0,25814.7,613420,-13770,112,585,18847
0,15247.4,74358,-6678,26,255,2394
3,21996.6,410961,-7.95E+03,65,473,14125
0,13167.9,61614,-8234,52,319,2904
4,8744.16,28699.7,-3417.45,34,179,1626
0,14155.9,111254,-10166,40,298,4528
0,13759.7,79688,-5038,70,283,3298
0,13954,133262,-7038,26,295,5632
0,12070.2,43032,-4328,57,245,1999
2,5756.39,7680.17,-1754.8,72,104,457
4,8576.23,12374,-2475.05,82,128,693
3,13090.8,60803.4,-4.93E+03,29,247,2754
3,18660.5,145631,-6378.38,150,362,5847
4,5958,11268,-1872.91,26,102,764
4,9790.18,33581.5,-3614.37,91,176,1922
0,33257.2,610321,-15472,65,619,15174
3,7075.36,5076.66,-2209.07,61,107,346
0,16082.2,142359,-7970,153,333,5742
3,13063.9,60256.4,-4.97E+03,34,247,2754
3,8285.08,25652,-3220.87,40,157,1519
3,4959.22,3014.46,-1248.36,48,67,224
0,13407.8,62530,-4724,45,270,2754
4,9943.07,34345.6,-4524.66,127,208,1691
2,9308.21,9926.44,-2.88E+03,36,154,587
2,9897.76,10188.4,-1.96E+03,37,154,587
1,5817.2,4798.77,-1.79E+03,24,85,343
4,6941.06,4111.28,-2318.17,69,101,249
2,8364.42,10567.2,-2906.85,96,139,587
0,13434.5,171069,-5772,43,357,7577
3,10272.1,10295,-1.62E+03,37,154,587
3,18154.3,160818,-1.15E+04,84,388,6290
4,10719,38996.6,-3917.03,29,193,2118
2,20798.6,410557,-8.52E+03,57,473,14125
0,4754.58,2945.19,-1519.53,37,79,184
0,18617.2,200155,-7116,90,444,6644
5,12020.3,72141.8,-5726.19,27,262,3211
1,2544.29,56.3223,-3.83E+02,6,33,5
4,8668.52,12739.9,-2589.41,91,136,619
0,6626.61,20382,-2734,109,114,1156
3,9620.67,39337.6,-2.73E+03,15,196,1885
0,10975.7,55595,-4187,30,249,2675
4,9636.48,26113,-3363.22,25,174,1415
4,11785.6,39483.3,-3964.38,114,205,1751
2,8685.93,9617.01,-2574.98,98,130,490
2,3676.38,1345.09,-627.195,33,40,100
0,14654.1,85332,-5187,197,261,2984
3,12485,44168.4,-3.08E+03,34,223,2059
0,9857.7,12319,-4130,84,170,659
1,2567.85,52.6466,-5.48E+02,6,33,5
4,8178.19,4607.22,-2676.89,26,131,271
5,9622.82,51702.9,-3.23E+03,27,188,2599
4,13097.7,61047,-4.49E+03,33,247,2754
4,13561,60537.6,-3.97E+03,29,247,2754
3,18985.4,160065,-9.74E+03,85,388,6290
1,11752.1,69292,-5158.32,145,247,3373
2,4228.65,2185.02,-1032.97,20,54,165
0,15850.4,69007,-6318,77,281,2837
0,12493,85590,-5444,140,253,3377
0,5072.09,3559,-676,21,80,247
3,11533.9,115580,-3.49E+03,48,235,4905
0,16400.2,108034,-9850,101,365,4071
2,5707.76,4148.31,-1546.1,127,88,318
3,4190.31,1993.84,-1074.7,5,63,166
0,16092.3,136041,-7722,53,325,5118
3,4485.21,2061.59,-1020.7,6,63,166
0,6904.21,6044,-2426,19,100,249
4,5711.96,7150.6,-1624.53,50,93,545
3,9365.7,50858.3,-3.60E+03,29,188,2599
0,5075.35,5590,-90,9,80,399
4,10967.8,36793.4,-4.28E+03,42,196,1997
0,13530.1,123155,-8247,46,366,5423
3,13619.4,92746.5,-6.70E+03,71,254,3885
5,7467.28,12109.1,-2872.66,67,130,694
4,11062.9,43221.8,-2.95E+03,15,196,1885
4,9505.14,32561.4,-3515.78,91,176,1922
4,12994.2,56786.4,-3.70E+03,48,224,2192
0,5503.45,3225,-1465,8,94,224
2,12645.5,116286,-2.95E+03,40,235,4905
4,8973.3,27440.4,-2998.05,98,158,1403
2,4691.88,4205.62,-1.82E+03,10,79,317
3,7586.15,25469.2,-3.02E+03,30,166,1414
0,6635.17,9704,-1693,17,103,547
2,3917.4,2152.57,-1111.72,20,54,165
5,12242.1,70522.3,-5586.75,53,262,3211
0,5550.26,4957,-1267,105,86,347
0,8672.79,34826,-3465,26,185,1993
0,13772.9,83728,-8700,215,281,3634
3,24106.8,470943,-1.04E+04,40,483,15505
3,8470.6,13495.3,-2863.77,11,148,729
4,21143.4,335889,-7.83E+03,85,462,11563
2,7909.68,9760.91,-2995.31,96,130,490
4,9960.86,26600.1,-3311.34,29,174,1415
0,6530.69,4519,-2877,18,89,337
0,13169.7,107906,-11311,180,312,4717
4,14157.6,92795.1,-4.96E+03,60,254,3885
4,7891.07,9814.76,-2403.42,15,123,621
2,4995.89,3116.19,-1166.7,38,71,249
1,2462.86,51.9713,-5.72E+02,6,33,5
3,4168.61,2011.19,-1081.67,6,63,166
4,10177.5,53842.8,-2.58E+03,32,188,2599
0,16372.2,247810,-6612,50,345,9119
4,10331.4,28222.9,-2721.22,81,158,1403
3,9414.81,39911.9,-3.10E+03,15,196,1885
2,5581.11,4255.66,-1.06E+03,12,79,317
4,5767.18,7400.19,-1826,72,104,457
0,11893.9,54573,-6826,50,263,2537
4,10950,27047.9,-4264.03,55,214,1469
3,10851.9,38277.6,-4052.84,114,205,1751
0,17042.1,154693,-13761,207,381,6071
0,17863.9,117320,-5667,58,305,4162
0,12481.9,47231,-6258,45,270,1999
4,13734.2,52247.3,-4.63E+03,57,234,2464
3,13844.9,51086.6,-4.52E+03,37,234,2464
2,5230.99,4274.87,-1.66E+03,14,79,317
0,7373.01,12295,-2754,18,137,802
5,8125.45,4739.64,-1833.21,26,131,271
3,12748.6,38731.6,-1.12E+03,58,234,1581
2,13538.3,48829.1,-2.70E+03,56,234,1581
3,7251.75,9506.14,-2503.95,11,123,621
3,5759.36,4255.85,-1410.84,128,88,318
4,10255.3,30859.5,-3032.92,99,171,1747
4,19308.4,162320,-8.65E+03,83,388,6290
0,8418.49,10420,-2232,39,110,401
4,12267.9,49389,-3.93E+03,38,234,2464
4,8032.13,13040.9,-2687.77,15,132,806
4,14391.7,96064.3,-5714.92,54,294,4249
2,5121.91,4281.14,-1.18E+03,15,79,317
3,5633.88,4438.51,-6.81E+02,19,88,292
0,5939.53,8625,-2332,14,108,585
4,16081.7,112581,-5.94E+03,53,322,4619
0,12973.2,50791,-6804,151,288,2328
0,18144.6,218780,-12032,88,447,7233
4,15214.5,94949.5,-5.24E+03,70,254,3885
5,9444.21,30464,-3250.84,120,171,1747
4,8767.21,10627.4,-2713.14,88,139,587
4,13075.3,103338,-5.04E+03,62,322,4619
0,14971.1,92023,-6598,67,335,4068
3,12353,90833.9,-5.74E+03,64,254,3885
5,7977.58,9545.25,-1.65E+03,27,102,516
3,5791.44,7312.67,-1645.11,48,93,545
4,11763.2,32682.7,-2.17E+03,35,166,1414
3,6734.29,5138.49,-2159.11,61,107,346
4,13051.4,61037.5,-4.34E+03,37,247,2754
0,30805,637046,-14927,89,705,14827
0,13912.4,121962,-4903,229,281,5516
0,16572.5,168956,-9115,81,355,6404
0,11316,84042,-4844,52,267,3971
2,12423.4,73424.8,-3.68E+03,26,249,3630
2,21962.2,410396,-9.32E+03,63,473,14125
0,26149.1,619413,-14503,164,599,19042
4,9224.22,20186,-3525.93,94,163,1162
4,6703.58,5142.7,-2139.09,63,107,346
3,13015.2,60956.4,-5.75E+03,34,247,2754
2,8423.76,12220,-2398.92,80,128,693
5,7595.79,10056.7,-2467.73,22,123,621
5,9865.62,30253.8,-3115.4,120,171,1747
0,9922.61,71160,-6263,20,208,3531
4,6992.33,6999.82,-2.33E+03,164,109,486
0,7104.82,9583,-2042,21,130,585
0,22769.7,251647,-10564,93,480,8610
0,17466.3,241417,-9446,56,378,7474
0,8930.44,26787,-5331,45,171,1521
3,9531.31,32884.9,-3570.96,62,176,1922
3,13167.6,91098.6,-5.14E+03,39,254,3885
5,7621.16,4741.53,-2675.46,40,131,271
3,13166.5,80354.3,-5.64E+03,60,272,3539
0,15232.1,75385,-8580,168,351,3061
5,14315.9,96066.6,-5583.14,68,294,4249
1,5506.14,4275.84,-1.60E+03,14,88,292
0,19438.1,197861,-13465,123,447,6529
2,8420.22,12042.1,-2599.6,84,128,693
4,11332.4,58615.2,-4285.35,121,217,2904
5,5508.43,1735.2,-1387.29,21,76,147
4,9792.49,51526.9,-3.11E+03,28,188,2599
0,11686.3,91434,-4859,56,258,3713
2,12599.6,40221,-7.70E+02,60,234,1581
2,3780,1447.86,-1013.62,42,52,133
2,8654.99,19949.9,-3509.87,86,163,1162
5,9555.74,30263.8,-3198.01,110,171,1747
4,10295.2,38131.6,-3835.82,25,193,2118
0,15127.5,77451,-6201,33,278,3220
3,7476.26,9269.14,-3106.97,29,138,554
5,5942.39,7527.33,-1847.72,67,104,457
0,11127.9,36442,-5757,104,196,1811
3,25378.2,275442,-9.18E+03,108,537,8350
3,9106.91,48180.2,-6.35E+03,20,216,2677
1,5846.36,5290.44,-7.60E+02,21,85,343
3,6780.95,5305.48,-2144.5,52,107,346
4,14123.4,92005.3,-5.25E+03,70,254,3885
3,9012.88,27051.9,-3.22E+03,24,156,1364
3,17234.3,160505,-7132.15,76,352,6744
0,12310.4,41739,-5500,146,264,1939
3,6805.59,5201.6,-2114.95,55,107,346
0,19219.9,190532,-10631,72,418,5749
0,12134,39778,-3428,43,216,1877
3,23184.5,284657,-1.47E+04,82,540,8870
0,4599.58,2800.85,-1402.57,46,77,205
0,6314.82,12564.9,-2372.69,74,123,726
0,13570.3,61823,-4751,64,242,2466
3,7452.73,14022,-2372.69,78,120,809
2,7547.61,9478.37,-3047.61,92,130,490
4,9179.22,22829,-2781.44,72,145,1156
0,8658.33,11848,-4309,58,119,519
5,9700.46,35170.1,-4453.43,126,208,1691
0,13848.5,146770,-8772,52,305,5635
3,5193.01,3067.31,-789.968,43,51,132
3,12733.7,79056.2,-5.29E+03,49,272,3539
0,6511.57,8111,-3585,20,112,518
4,24408.4,468188,-1.29E+04,48,483,15505
0,8943.03,29027,-3757,34,167,1628
5,10423.6,51483.1,-2.12E+03,32,188,2599
4,14367.8,101899,-5606.58,153,281,4061
2,20230.5,152387,-2.80E+03,90,449,5537
0,14296.8,66903,-6456,64,268,3131
3,7334.61,9193.9,-2989.94,22,138,554
3,9743.61,27891.6,-2857.6,89,158,1403
4,12381.9,57555.2,-2.31E+03,44,223,2822
0,10827.5,53313,-5463,117,233,2391
5,14688,83343.4,-2.43E+03,52,223,2822
3,9459.59,26308,-3365.97,42,174,1415
3,6451.51,10390.4,-2.31E+03,16,109,689
4,13854.4,47329.8,-5759.28,69,273,2061
0,4874.71,1397,-2042,31,73,115
0,7120.12,11385,-3334,25,131,656
0,8785.28,32344,-3126,10,180,1747
0,13588.9,78886,-8101,194,349,3625
3,8152.79,9435.84,-2980.83,19,138,554
3,10059.6,48255.1,-5.22E+03,22,216,2677
2,5641.91,4369.98,-8.60E+02,19,88,292
2,5121.27,3417.11,-810.546,50,51,132
4,8552.97,10786,-3157.32,34,156,654
0,10729.4,22956,-4078,64,172,1256
4,7014.7,4076.76,-2320.13,70,101,249
5,8799.61,11087.7,-3051.37,50,156,654
0,10345.8,15966,-4008,55,140,692
2,4831.07,2944.97,-1175.09,33,71,249
4,7038.84,4045.03,-2244.53,69,101,249
2,20183.7,410899,-1.13E+04,69,473,14125
5,6837.26,7729.31,-1629.46,52,104,457
3,10545.5,10717.8,-1.56E+03,36,154,587
4,21932,514740,-11794.9,136,540,18067
4,23921.5,279875,-1.38E+04,81,540,8870
5,4699.26,2375.78,-823.094,44,51,132
0,15423.7,147390,-6757,85,306,5840
5,9633.3,38010.5,-3636.54,49,180,2054
3,8663.97,17148.7,-2779.13,83,142,844
5,7448.52,9020.02,-1815.52,67,107,517
3,18630.6,162242,-9.92E+03,74,388,6290
4,9897.73,32931.2,-3525.95,82,176,1922
4,14182.4,69120.1,-4.03E+03,67,224,2192
2,5148.08,4134.59,-1.12E+03,10,79,317
0,26500.5,493345,-16684,113,661,14492
0,10123.5,21296,-4017,76,139,889
